MODE,FRAME,YAW,PITCH,ROLL,YAWm,PITCHm,ROLLm,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,TEMP_F,FRAME_TIME_S,FRAME_TIME_MS,FRAME_TIME_US,INT_TIME_S,INT_TIME_MS,INT_TIME_US
RUN MODE,626,-162.06956,13.04307,1.07021,0,0,0,-0.18506,0.01748,0.97129,-0.0626,-15.66107,-0.14046,602.67188,3923.4375,3201.57812,78.81213,0,3,471,0,29,996
RUN MODE,627,-162.0869,12.54186,1.0383,0,0,0,-0.17832,0.0168,0.97065,-0.06565,-14.78779,-0.16183,602.67188,3918.75,3224.15625,78.81321,0,3,528,0,29,994
RUN MODE,628,-162.09801,12.04063,1.00249,0,0,0,-0.17183,0.01611,0.97393,-0.12519,-13.91145,-0.09924,595.66406,3916.40625,3235.44531,78.8186,0,3,403,0,29,998
RUN MODE,629,-162.12291,11.53547,1.05521,0,0,0,-0.1644,0.01821,0.97393,-0.22137,-13.14962,-0.06107,586.32031,3925.78125,3235.44531,78.81968,0,3,438,0,30,0
RUN MODE,630,-162.12238,11.05115,0.98186,0,0,0,-0.15742,0.01484,0.97349,-0.31298,-12.51756,-0.07176,588.65625,3928.125,3260.28101,78.81968,0,3,584,0,29,997
RUN MODE,631,-162.12819,10.6503,0.94662,0,0,0,-0.15303,0.01479,0.97485,-0.34809,-11.98015,-0.07634,586.32031,3890.625,3273.82812,78.82076,0,3,419,0,30,1
RUN MODE,632,-162.12468,10.27622,0.87538,0,0,0,-0.14858,0.01299,0.98022,-0.41221,-11.54809,-0.04885,565.29688,3885.9375,3300.92188,78.82184,0,3,607,0,29,997
RUN MODE,633,-162.12863,9.88809,0.83305,0,0,0,-0.14238,0.01274,0.9813,-0.4,-11.20916,-0.09618,569.96875,3871.875,3296.40625,78.82291,0,3,497,0,30,1
RUN MODE,634,-162.1302,9.53566,0.75975,0,0,0,-0.1377,0.01104,0.98335,-0.38931,-10.89313,-0.14809,567.63281,3841.40625,3316.72632,78.82399,0,3,508,0,29,998
RUN MODE,635,-162.15417,9.19322,0.83855,0,0,0,-0.13257,0.01475,0.98301,-0.41069,-10.5145,-0.12061,555.95312,3806.25,3328.01538,78.82184,0,3,439,0,29,998
RUN MODE,636,-162.16711,8.79131,0.86182,0,0,0,-0.12549,0.01401,0.98472,-0.56031,-10.16641,-0.10076,562.96094,3806.25,3337.04688,78.82184,0,3,535,0,29,998
RUN MODE,637,-162.18518,8.48564,0.90884,0,0,0,-0.12197,0.01509,0.98213,-0.59237,-9.86565,-0.1313,576.97656,3789.84375,3325.75781,78.82399,0,3,452,0,29,999
RUN MODE,638,-162.19623,8.16153,0.92416,0,0,0,-0.1168,0.01489,0.98447,-0.59695,-9.61679,-0.08702,579.3125,3768.75,3328.01538,78.82076,0,3,417,0,29,999
RUN MODE,639,-162.20966,7.84042,0.97534,0,0,0,-0.11182,0.0165,0.9854,-0.52977,-9.38168,-0.03206,588.65625,3764.0625,3318.98438,78.82076,0,3,470,0,29,998
RUN MODE,640,-162.21683,7.5282,0.97452,0,0,0,-0.10693,0.01577,0.98618,-0.48244,-9.21221,-0.03359,588.65625,3754.6875,3314.46875,78.82076,0,3,427,0,29,999
RUN MODE,641,-162.2187,7.24398,0.93849,0,0,0,-0.10273,0.01479,0.9855,-0.37863,-9.02137,-0.00763,572.30469,3728.90625,3307.69531,78.82291,0,3,415,0,29,998
RUN MODE,642,-162.2226,6.92473,0.94954,0,0,0,-0.09717,0.01582,0.98667,-0.35267,-8.8,0.05649,586.32031,3714.84375,3325.75781,78.82076,0,3,439,0,30,0
RUN MODE,643,-162.22136,6.65526,0.93205,0,0,0,-0.0938,0.01494,0.98799,-0.42901,-8.6,0.07634,593.32812,3703.125,3350.59351,78.82076,0,3,442,0,30,0
RUN MODE,644,-162.21599,6.43289,0.88661,0,0,0,-0.09102,0.01343,0.98896,-0.58015,-8.47786,0.07328,590.99219,3719.53125,3352.85156,78.82076,0,3,445,0,30,3
RUN MODE,645,-162.21124,6.13636,0.86116,0,0,0,-0.08511,0.01313,0.99077,-0.68244,-8.32672,0.0855,607.34375,3717.1875,3346.07812,78.82399,0,3,445,0,29,993
RUN MODE,646,-162.20663,5.85734,0.85416,0,0,0,-0.08149,0.01323,0.99321,-0.74046,-7.94046,0.10534,598,3698.4375,3350.59351,78.82291,0,3,542,0,29,999
RUN MODE,647,-162.19872,5.54908,0.82695,0,0,0,-0.07729,0.01245,0.99502,-0.74656,-7.17863,0.11908,576.97656,3691.40625,3339.30444,78.82399,0,3,442,0,29,998
RUN MODE,648,-162.18785,5.24509,0.76155,0,0,0,-0.07432,0.01089,0.99517,-0.65191,-6.04886,0.10382,574.64062,3689.0625,3350.59351,78.82399,0,3,436,0,30,0
RUN MODE,649,-162.18254,4.95002,0.75511,0,0,0,-0.07178,0.01201,0.99399,-0.50229,-4.76947,0.09771,595.66406,3653.90625,3366.39868,78.82399,0,3,530,0,29,998
RUN MODE,650,-162.17986,4.74672,0.76392,0,0,0,-0.07178,0.01245,0.99448,-0.48244,-3.75573,0.06565,593.32812,3637.5,3359.625,78.82291,0,3,421,0,29,999
RUN MODE,651,-162.17479,4.64064,0.69928,0,0,0,-0.07256,0.00996,0.99727,-0.58321,-3.32824,-0.00763,590.99219,3644.53125,3375.42969,78.81968,0,3,448,0,30,0
RUN MODE,652,-162.17392,4.52118,0.64418,0,0,0,-0.06978,0.00898,0.99619,-0.65954,-3.52824,-0.07023,583.98438,3628.125,3391.23438,78.81644,0,3,489,0,29,997
RUN MODE,653,-162.18315,4.37336,0.71176,0,0,0,-0.06538,0.01211,0.9915,-0.64733,-4.05038,-0.07328,579.3125,3614.0625,3368.65625,78.81644,0,3,455,0,30,1
RUN MODE,654,-162.18816,4.20077,0.7283,0,0,0,-0.06089,0.01128,0.98633,-0.76641,-4.43817,-0.06718,565.29688,3604.6875,3364.14062,78.81429,0,3,402,0,29,997
RUN MODE,655,-162.1938,4.05466,0.76215,0,0,0,-0.05879,0.01167,0.98501,-0.99695,-4.39847,-0.07176,541.9375,3604.6875,3386.71875,78.81321,0,3,419,0,30,0
RUN MODE,656,-162.19954,3.82875,0.82162,0,0,0,-0.05435,0.01274,0.98398,-1.17405,-3.99695,-0.05802,562.96094,3592.96875,3366.39868,78.81537,0,3,461,0,29,999
RUN MODE,657,-162.20447,3.71484,0.88283,0,0,0,-0.05532,0.01348,0.98159,-1.33435,-3.34962,-0.05649,590.99219,3597.65625,3361.88257,78.81644,0,3,467,0,29,998
RUN MODE,658,-162.20314,3.56623,0.83823,0,0,0,-0.05337,0.0104,0.98169,-1.65191,-2.76336,-0.09008,588.65625,3618.75,3377.68774,78.81537,0,3,482,0,30,2
RUN MODE,659,-162.20659,3.38538,0.84804,0,0,0,-0.05039,0.01094,0.98154,-1.90382,-2.43206,-0.1313,595.66406,3592.96875,3375.42969,78.81429,0,3,817,0,29,995
RUN MODE,660,-162.21101,3.24553,0.84413,0,0,0,-0.04873,0.01035,0.97959,-2.04427,-2.33893,-0.16489,628.36719,3588.28125,3375.42969,78.81213,0,3,607,0,30,10
RUN MODE,661,-162.21552,3.1535,0.80971,0,0,0,-0.04785,0.00903,0.97583,-2.14962,-2.27786,-0.19695,628.36719,3588.28125,3393.49219,78.81105,0,3,610,0,29,993
RUN MODE,662,-162.21649,3.01235,0.6922,0,0,0,-0.04512,0.00576,0.98022,-2.1374,-2.14656,-0.21069,605.00781,3590.625,3395.74976,78.80997,0,3,486,0,29,995
RUN MODE,663,-162.21924,2.97365,0.60834,0,0,0,-0.04668,0.00513,0.98413,-2.01374,-1.94046,-0.20305,626.03125,3583.59375,3388.97681,78.81213,0,3,421,0,30,0
RUN MODE,664,-162.22011,2.99285,0.47968,0,0,0,-0.04883,0.00239,0.99492,-1.92824,-1.75725,-0.20916,628.36719,3600,3391.23438,78.81213,0,3,438,0,29,998
RUN MODE,665,-162.21564,2.98822,0.26465,0,0,0,-0.04893,-0.00244,0.99761,-1.77557,-1.53893,-0.19389,623.69531,3590.625,3377.68774,78.80997,0,3,486,0,29,997
RUN MODE,666,-162.21452,2.97808,0.15921,0,0,0,-0.04941,-0.00171,0.99819,-1.38168,-1.17557,-0.14046,623.69531,3571.875,3370.91406,78.80782,0,3,505,0,30,0
RUN MODE,667,-162.21147,2.95575,0.0499,0,0,0,-0.04927,-0.00313,0.99658,-1.10992,-0.9145,-0.09924,628.36719,3555.46875,3357.36719,78.80566,0,3,516,0,29,999
RUN MODE,668,-162.20866,2.91973,-0.02728,0,0,0,-0.04883,-0.00342,0.99595,-0.84733,-0.69313,-0.0626,637.71094,3550.78125,3357.36719,78.80243,0,3,465,0,29,998
RUN MODE,669,-162.205,2.89429,-0.08536,0,0,0,-0.04893,-0.00342,0.99268,-0.50382,-0.42748,-0.01374,623.69531,3569.53125,3352.85156,78.80566,0,3,453,0,29,999
RUN MODE,670,-162.20183,2.87565,-0.105,0,0,0,-0.04912,-0.00249,0.99106,-0.18168,-0.18168,0.02748,623.69531,3592.96875,3343.82056,78.80674,0,3,451,0,29,998
RUN MODE,671,-162.19807,2.83149,-0.12465,0,0,0,-0.04829,-0.00264,0.99492,-0.07939,-0.10076,0.04275,609.67969,3625.78125,3346.07812,78.8089,0,3,438,0,29,999
RUN MODE,672,-162.1987,2.80183,-0.05078,0,0,0,-0.04785,0.00024,0.99014,-0.03664,-0.06412,0.04885,619.02344,3625.78125,3343.82056,78.81213,0,3,449,0,29,999
RUN MODE,673,-162.19774,2.78587,-0.01213,0,0,0,-0.0478,0.00039,0.98965,-0.01374,-0.04885,0.04733,602.67188,3632.8125,3355.10962,78.80997,0,3,545,0,29,997
RUN MODE,674,-162.19444,2.77199,-0.02074,0,0,0,-0.04756,-0.00054,0.98887,-0.0229,-0.04885,0.04733,605.00781,3630.46875,3352.85156,78.80674,0,3,437,0,30,1
RUN MODE,675,-162.18916,2.73418,-0.07886,0,0,0,-0.04653,-0.00239,0.99014,-0.04885,-0.07176,0.03969,614.35156,3616.40625,3366.39868,78.8089,0,3,704,0,30,19
RUN MODE,676,-162.18378,2.73001,-0.16243,0,0,0,-0.04678,-0.00469,0.99194,-0.26565,-0.22901,0.01069,612.01562,3585.9375,3373.17163,78.80782,0,3,695,0,29,988
RUN MODE,677,-162.17856,2.70903,-0.24979,0,0,0,-0.04634,-0.0063,0.99629,-0.27023,-0.23206,0.00458,621.35938,3604.6875,3364.14062,78.80566,0,3,331,0,29,993
RUN MODE,678,-162.17709,2.66843,-0.26106,0,0,0,-0.04536,-0.00522,0.99624,-0.25191,-0.20611,0.00305,630.70312,3595.3125,3364.14062,78.80674,0,3,286,0,29,994
RUN MODE,679,-162.17657,2.66372,-0.25189,0,0,0,-0.04595,-0.00469,0.99736,-0.22595,-0.18931,0.00458,628.36719,3597.65625,3361.88257,78.80782,0,3,285,0,29,998
RUN MODE,680,-162.17801,2.65606,-0.19266,0,0,0,-0.0458,-0.00278,0.99687,-0.19695,-0.16031,0.01221,609.67969,3597.65625,3370.91406,78.80674,0,3,424,0,29,999
RUN MODE,681,-162.17992,2.67452,-0.11571,0,0,0,-0.04668,-0.00073,0.99263,0.01374,0.00611,0.02901,621.35938,3614.0625,3359.625,78.80674,0,3,256,0,29,997
RUN MODE,682,-162.18001,2.72878,-0.0746,0,0,0,-0.04819,-0.00059,0.99209,0.01985,0.01527,0.03206,598,3595.3125,3391.23438,78.80997,0,3,225,0,30,2
RUN MODE,683,-162.17752,2.7714,-0.0977,0,0,0,-0.04873,-0.00215,0.99365,-0.04122,-0.03053,0.02137,583.98438,3590.625,3386.71875,78.81429,0,3,253,0,29,997
RUN MODE,684,-162.17615,2.76723,-0.10757,0,0,0,-0.04771,-0.0022,0.99087,-0.09008,-0.06107,0.01069,602.67188,3585.9375,3400.26587,78.81321,0,3,249,0,30,0
RUN MODE,685,-162.17413,2.78521,-0.1283,0,0,0,-0.04839,-0.00269,0.99097,-0.06718,-0.05649,0.01374,605.00781,3574.21875,3388.97681,78.81321,0,3,322,0,29,996
RUN MODE,686,-162.17036,2.76068,-0.17142,0,0,0,-0.04722,-0.00381,0.98984,-0.07786,-0.05954,0.02443,595.66406,3588.28125,3393.49219,78.81213,0,3,258,0,29,999
RUN MODE,687,-162.16849,2.73525,-0.1739,0,0,0,-0.04678,-0.00313,0.99004,-0.04122,-0.05649,0.02748,621.35938,3585.9375,3368.65625,78.80997,0,3,251,0,29,998
RUN MODE,688,-162.1658,2.75892,-0.17545,0,0,0,-0.04795,-0.00298,0.99141,0.03969,-0.10534,0.0458,635.375,3609.375,3359.625,78.80458,0,3,345,0,29,998
RUN MODE,689,-162.16083,2.70416,-0.20596,0,0,0,-0.04565,-0.00391,0.99526,0.08092,-0.23359,0.0626,630.70312,3614.0625,3368.65625,78.80458,0,3,268,0,30,2
RUN MODE,690,-162.15833,2.65402,-0.17525,0,0,0,-0.04419,-0.00229,0.9915,0.11908,-0.48397,0.07023,635.375,3646.875,3355.10962,78.80566,0,3,289,0,29,999
RUN MODE,691,-162.15675,2.61116,-0.12685,0,0,0,-0.04292,-0.00117,0.99077,0.11908,-0.79237,0.06718,640.04688,3623.4375,3355.10962,78.80674,0,3,240,0,29,997
RUN MODE,692,-162.15364,2.56983,-0.11047,0,0,0,-0.0417,-0.00151,0.99238,0.06565,-1.09313,0.06565,637.71094,3625.78125,3375.42969,78.80782,0,3,280,0,29,997
RUN MODE,693,-162.14929,2.5471,-0.13426,0,0,0,-0.04102,-0.00283,0.99434,-0.06107,-1.43053,0.05038,637.71094,3607.03125,3388.97681,78.80997,0,3,250,0,30,0
RUN MODE,694,-162.14874,2.64626,-0.07933,0,0,0,-0.04419,-0.00068,0.99771,-0.09924,-1.76947,0.04275,642.38281,3590.625,3364.14062,78.8089,0,3,206,0,29,998
RUN MODE,695,-162.14528,2.66832,-0.11253,0,0,0,-0.04292,-0.00293,1.0021,-0.21069,-2.06412,0.01985,640.04688,3560.15625,3375.42969,78.80782,0,3,265,0,29,998
RUN MODE,696,-162.1425,2.81084,-0.14351,0,0,0,-0.04736,-0.00366,1.0127,-0.30382,-2.32214,0.00305,649.39062,3555.46875,3375.42969,78.81105,0,3,255,0,29,999
RUN MODE,697,-162.14043,2.86492,-0.16847,0,0,0,-0.04614,-0.00415,1.01357,-0.37405,-2.69618,-0.01069,630.70312,3560.15625,3357.36719,78.81321,0,3,270,0,30,1
RUN MODE,698,-162.1394,2.82167,-0.16602,0,0,0,-0.04282,-0.00366,1.00542,-0.39237,-2.99084,-0.00916,619.02344,3557.8125,3364.14062,78.8186,0,3,295,0,29,996
RUN MODE,699,-162.13474,2.74495,-0.22113,0,0,0,-0.04062,-0.00547,1.00498,-0.34351,-3.1313,0.00763,623.69531,3550.78125,3379.94531,78.82507,0,3,219,0,30,1
RUN MODE,700,-162.13211,2.70451,-0.19656,0,0,0,-0.04038,-0.00342,1.0064,-0.18473,-3.2229,0.04275,640.04688,3548.4375,3400.26587,78.82399,0,3,202,0,29,998
RUN MODE,701,-162.12558,2.54943,-0.22914,0,0,0,-0.03535,-0.00474,1.00127,-0.10382,-3.34198,0.0687,644.71875,3553.125,3395.74976,78.81968,0,3,257,0,29,998
RUN MODE,702,-162.12025,2.44218,-0.21114,0,0,0,-0.03408,-0.00356,1.00078,-0.08855,-3.41985,0.0855,658.73438,3539.0625,3404.78125,78.81213,0,3,407,0,29,996
RUN MODE,703,-162.11267,2.38477,-0.21935,0,0,0,-0.03408,-0.00405,1.01133,-0.02748,-3.50229,0.1084,675.08594,3527.34375,3384.46069,78.80566,0,3,383,0,29,999
RUN MODE,704,-162.10431,2.29902,-0.22263,0,0,0,-0.03154,-0.00386,1.00854,0.05191,-3.73435,0.12672,658.73438,3539.0625,3377.68774,78.80027,0,3,413,0,30,0
RUN MODE,705,-162.09622,2.25404,-0.1998,0,0,0,-0.03091,-0.00308,1.0147,0.03664,-4.08092,0.1374,654.0625,3557.8125,3377.68774,78.80135,0,3,576,0,29,997
RUN MODE,706,-162.08548,2.15421,-0.20779,0,0,0,-0.0272,-0.00356,1.01494,0.11603,-4.59389,0.16489,644.71875,3543.75,3382.20312,78.80566,0,3,465,0,29,999
RUN MODE,707,-162.07115,2.0572,-0.27269,0,0,0,-0.02437,-0.00522,1.01855,0.33588,-5.20763,0.19542,637.71094,3555.46875,3384.46069,78.81213,0,3,471,0,30,1
RUN MODE,708,-162.05841,1.9437,-0.30162,0,0,0,-0.02046,-0.00469,1.01338,0.54809,-5.94809,0.18931,630.70312,3571.875,3413.8125,78.81537,0,3,678,0,30,2
RUN MODE,709,-162.04922,1.82393,-0.297,0,0,0,-0.01675,-0.004,1.01494,0.5771,-6.69466,0.14198,644.71875,3553.125,3436.39062,78.81429,0,3,419,0,29,995
RUN MODE,710,-162.03964,1.63515,-0.3933,0,0,0,-0.01084,-0.00713,1.00786,0.67634,-7.35725,0.09618,640.04688,3543.75,3422.84399,78.81752,0,3,391,0,29,993
RUN MODE,711,-162.03583,1.46567,-0.37993,0,0,0,-0.00728,-0.00474,1.00542,0.85038,-7.79389,0.04122,649.39062,3553.125,3431.875,78.8186,0,3,313,0,30,3
RUN MODE,712,-162.03496,1.25028,-0.34764,0,0,0,-0.0022,-0.00352,1.0021,1.01679,-8.06107,0,654.0625,3525,3445.42212,78.81752,0,3,245,0,29,996
RUN MODE,713,-162.03566,1.0412,-0.27905,0,0,0,0.00161,-0.00151,1.0043,1.12366,-8.18626,-0.01374,644.71875,3468.75,3445.42212,78.8186,0,3,536,0,29,996
RUN MODE,714,-162.035,0.8079,-0.23999,0,0,0,0.0062,-0.00103,1.00371,1.26565,-8.23969,0.00458,642.38281,3442.96875,3429.61694,78.82076,0,3,388,0,29,999
RUN MODE,715,-162.03421,0.61603,-0.10878,0,0,0,0.00903,0.00308,1.00835,1.40611,-8.29313,0.02595,623.69531,3419.53125,3438.64844,78.81968,0,3,413,0,29,999
RUN MODE,716,-162.03181,0.39846,-0.03284,0,0,0,0.01367,0.00366,1.0106,1.47939,-8.47023,0.05191,637.71094,3410.15625,3456.71118,78.81644,0,3,397,0,29,999
RUN MODE,717,-162.02916,0.18311,0.01697,0,0,0,0.01807,0.00391,1.01387,1.37252,-8.7542,0.05344,642.38281,3400.78125,3483.80469,78.81752,0,3,405,0,29,998
RUN MODE,718,-162.02693,-0.04678,0.01384,0,0,0,0.02324,0.00283,1.01768,1.29618,-9.13893,0.04427,651.72656,3424.21875,3470.25781,78.81537,0,3,404,0,29,999
RUN MODE,719,-162.02531,-0.23948,0.03888,0,0,0,0.02715,0.00371,1.01948,1.27634,-9.65496,0.02748,651.72656,3424.21875,3483.80469,78.81213,0,3,420,0,29,999
RUN MODE,720,-162.02603,-0.45532,0.01802,0,0,0,0.03262,0.00229,1.01992,1.1374,-10.25649,-0.00763,661.07031,3396.09375,3488.32031,78.81321,0,3,457,0,29,997
RUN MODE,721,-162.02933,-0.6823,-0.01976,0,0,0,0.03823,0.00098,1.02241,0.95725,-10.89008,-0.05344,635.375,3370.3125,3481.54688,78.81321,0,3,212,0,30,2
RUN MODE,722,-162.03372,-0.89082,0.00952,0,0,0,0.04287,0.00259,1.02021,0.94504,-11.5313,-0.09618,623.69531,3358.59375,3465.74219,78.81429,0,3,421,0,29,998
RUN MODE,723,-162.03978,-1.11197,0.10423,0,0,0,0.04829,0.00542,1.01855,0.97557,-12.18931,-0.14351,605.00781,3325.78125,3479.28931,78.81429,0,3,500,0,29,998
RUN MODE,724,-162.04942,-1.37986,0.17395,0,0,0,0.05518,0.0062,1.0189,0.95115,-12.83511,-0.18321,590.99219,3302.34375,3474.77319,78.81968,0,3,562,0,29,998
RUN MODE,725,-162.06052,-1.66249,0.25462,0,0,0,0.06177,0.00786,1.0186,0.97099,-13.48397,-0.20611,567.63281,3297.65625,3474.77319,78.81644,0,3,672,0,29,999
RUN MODE,726,-162.07056,-1.92147,0.37894,0,0,0,0.06753,0.01104,1.02065,1.07481,-14.16947,-0.20305,567.63281,3274.21875,3474.77319,78.8186,0,3,796,0,30,15
RUN MODE,727,-162.08171,-2.21709,0.44861,0,0,0,0.07549,0.01152,1.02676,1.11603,-14.95725,-0.16947,567.63281,3250.78125,3470.25781,78.81429,0,3,519,0,29,990
RUN MODE,728,-162.09383,-2.51499,0.46307,0,0,0,0.08306,0.01069,1.03047,1.01679,-15.8626,-0.12977,569.96875,3225,3486.06226,78.81429,0,3,391,0,29,996
RUN MODE,729,-162.10745,-2.85546,0.42743,0,0,0,0.09209,0.00898,1.0311,0.90382,-16.87634,-0.10534,546.60938,3220.3125,3522.1875,78.81213,0,3,611,0,30,2
RUN MODE,730,-162.12144,-3.22224,0.39175,0,0,0,0.10117,0.00815,1.02891,0.81985,-17.93893,-0.11145,572.30469,3175.78125,3528.96094,78.81105,0,3,478,0,29,992
RUN MODE,731,-162.13684,-3.68312,0.3764,0,0,0,0.1123,0.00791,1.02104,0.69466,-18.9313,-0.1542,567.63281,3142.96875,3547.02368,78.8089,0,3,443,0,30,1
RUN MODE,732,-162.15382,-4.17525,0.3929,0,0,0,0.12241,0.0085,1.01323,0.60305,-19.73588,-0.21527,567.63281,3114.84375,3569.60181,78.81213,0,3,450,0,29,996
RUN MODE,733,-162.17334,-4.75547,0.40631,0,0,0,0.13433,0.00864,1.00469,0.61221,-20.3145,-0.25344,579.3125,3089.0625,3589.92188,78.81321,0,3,494,0,30,1
RUN MODE,734,-162.18349,-5.34788,0.53978,0,0,0,0.14492,0.01289,0.99868,0.61069,-20.65954,-0.27481,609.67969,3058.59375,3578.63281,78.81213,0,3,444,0,29,998
RUN MODE,735,-162.19342,-5.99258,0.67055,0,0,0,0.15723,0.01499,0.99629,0.5542,-20.83817,-0.24275,609.67969,3044.53125,3596.69531,78.81537,0,3,498,0,29,999
RUN MODE,736,-162.21204,-6.63024,0.70131,0,0,0,0.1686,0.01372,0.99604,0.46565,-20.93588,-0.1771,623.69531,3016.40625,3601.21094,78.81537,0,3,417,0,29,997
RUN MODE,737,-162.2312,-7.24586,0.69987,0,0,0,0.17954,0.01294,0.99668,0.34809,-21.03817,-0.10534,619.02344,2978.90625,3587.66382,78.81321,0,3,443,0,29,999
RUN MODE,738,-162.24904,-7.83028,0.69218,0,0,0,0.19004,0.01245,0.9979,0.21679,-21.19389,-0.05496,616.6875,2962.5,3589.92188,78.81213,0,3,591,0,29,998
RUN MODE,739,-162.26862,-8.39359,0.66402,0,0,0,0.20068,0.01138,0.99995,0.08244,-21.41374,-0.01832,621.35938,2910.9375,3594.4375,78.81537,0,3,428,0,30,1
RUN MODE,740,-162.29013,-8.96491,0.61371,0,0,0,0.21152,0.00996,0.99888,0.00305,-21.70229,0.01374,619.02344,2861.71875,3583.14844,78.8186,0,3,428,0,29,996
RUN MODE,741,-162.31532,-9.53465,0.54286,0,0,0,0.22222,0.0082,0.99751,-0.0855,-22.03359,0.01374,600.33594,2814.84375,3583.14844,78.82076,0,3,406,0,29,999
RUN MODE,742,-162.34048,-10.20433,0.48853,0,0,0,0.23501,0.00742,0.99019,-0.11756,-22.34962,-0.03969,612.01562,2779.6875,3589.92188,78.82076,0,3,397,0,29,999
RUN MODE,743,-162.35648,-10.93907,0.4986,0,0,0,0.24775,0.00869,0.98198,-0.06412,-22.52214,-0.10229,600.33594,2721.09375,3596.69531,78.81752,0,3,453,0,29,997
RUN MODE,744,-162.3847,-11.70186,0.45837,0,0,0,0.25952,0.00737,0.97236,0.0458,-22.5313,-0.16183,598,2690.625,3612.5,78.81644,0,3,445,0,30,5
RUN MODE,745,-162.41417,-12.48464,0.42484,0,0,0,0.27192,0.00708,0.96616,0.13893,-22.36031,-0.23664,586.32031,2660.15625,3619.27344,78.81429,0,3,493,0,29,998
RUN MODE,746,-162.43004,-13.25249,0.45677,0,0,0,0.28301,0.00894,0.95986,0.30229,-22.00916,-0.30076,623.69531,2636.71875,3628.30469,78.81644,0,3,464,0,29,996
RUN MODE,747,-162.43651,-13.98206,0.52483,0,0,0,0.29404,0.01099,0.95806,0.48092,-21.52366,-0.3313,628.36719,2589.84375,3641.85156,78.81968,0,3,460,0,29,997
RUN MODE,748,-162.43669,-14.66714,0.61317,0,0,0,0.30435,0.01294,0.95703,0.56336,-20.98626,-0.3313,651.72656,2557.03125,3605.72656,78.82722,0,3,446,0,29,999
RUN MODE,749,-162.45901,-15.3858,0.61282,0,0,0,0.31602,0.01152,0.95449,0.54962,-20.41069,-0.31298,651.72656,2519.53125,3601.21094,78.82938,0,3,443,0,29,999
RUN MODE,750,-162.47874,-16.09718,0.61351,0,0,0,0.32686,0.01162,0.952,0.60153,-19.80153,-0.30229,656.39844,2491.40625,3614.75806,78.82722,0,3,457,0,29,998
RUN MODE,751,-162.47421,-16.71841,0.69012,0,0,0,0.33638,0.01426,0.95444,0.6916,-19.16641,-0.29466,633.03906,2467.96875,3610.24194,78.82615,0,3,401,0,29,997
RUN MODE,752,-162.46367,-17.24558,0.77753,0,0,0,0.34409,0.01597,0.95625,0.72672,-18.59847,-0.25802,619.02344,2439.84375,3596.69531,78.82722,0,3,506,0,30,4
RUN MODE,753,-162.48305,-17.74077,0.76328,0,0,0,0.35269,0.01406,0.95825,0.64885,-18.18015,-0.22137,590.99219,2402.34375,3619.27344,78.82076,0,3,416,0,29,996
RUN MODE,754,-162.48616,-18.21921,0.7953,0,0,0,0.36084,0.01519,0.95815,0.6,-17.91145,-0.18321,586.32031,2392.96875,3632.82007,78.81968,0,3,446,0,29,998
RUN MODE,755,-162.5061,-18.61733,0.76796,0,0,0,0.36733,0.01382,0.95972,0.58931,-17.76947,-0.14809,602.67188,2369.53125,3610.24194,78.82399,0,3,492,0,29,997
RUN MODE,756,-162.58063,-19.02477,0.5659,0,0,0,0.37554,0.00791,0.96016,0.65038,-17.82443,-0.14656,607.34375,2336.71875,3623.78906,78.82507,0,3,442,0,30,1
RUN MODE,757,-162.6143,-19.46669,0.48987,0,0,0,0.38423,0.00874,0.95801,0.75267,-18.04428,-0.23511,605.00781,2334.375,3635.07812,78.82722,0,3,425,0,30,0
RUN MODE,758,-162.60728,-19.89389,0.53558,0,0,0,0.39155,0.01177,0.95474,0.97099,-18.35267,-0.33588,612.01562,2322.65625,3637.33618,78.83046,0,3,415,0,29,997
RUN MODE,759,-162.59721,-20.32483,0.59564,0,0,0,0.40054,0.01333,0.95405,1.12061,-18.7542,-0.41985,600.33594,2287.5,3635.07812,78.82938,0,3,416,0,29,997
RUN MODE,760,-162.58714,-20.81363,0.66655,0,0,0,0.41064,0.01475,0.95068,1.14656,-19.23969,-0.4916,576.97656,2264.0625,3648.62524,78.82722,0,4,9,0,29,997
RUN MODE,761,-162.50313,-21.45813,0.95433,0,0,0,0.42222,0.02241,0.94004,1.06718,-19.70687,-0.53282,555.95312,2224.21875,3628.30469,78.82507,0,3,438,0,30,1
RUN MODE,762,-162.46516,-22.13501,1.12607,0,0,0,0.43247,0.02305,0.93071,0.90382,-20.05649,-0.48855,558.28906,2193.75,3630.5625,78.81968,0,3,477,0,30,0
RUN MODE,763,-162.4469,-22.86868,1.24939,0,0,0,0.44404,0.02378,0.92192,0.71145,-20.25344,-0.41832,541.9375,2167.96875,3632.82007,78.81968,0,3,389,0,29,997
RUN MODE,764,-162.43095,-23.60706,1.36694,0,0,0,0.45439,0.02505,0.91318,0.54962,-20.28397,-0.34656,553.61719,2151.5625,3607.98438,78.82291,0,3,450,0,30,0
RUN MODE,765,-162.43573,-24.34957,1.43027,0,0,0,0.46479,0.02476,0.90542,0.38626,-20.12519,-0.25038,572.30469,2088.28125,3605.72656,78.82291,0,3,441,0,29,996
RUN MODE,766,-162.48788,-25.0743,1.37605,0,0,0,0.47539,0.02183,0.9002,0.23664,-19.81527,-0.15878,588.65625,2057.8125,3607.98438,78.82399,0,3,453,0,30,0
