MODE,FRAME,YAW,PITCH,ROLL,YAWm,PITCHm,ROLLm,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,TEMP_F,FRAME_TIME_S,FRAME_TIME_MS,FRAME_TIME_US,INT_TIME_S,INT_TIME_MS,INT_TIME_US
RUN MODE,1134,-165.28288,0.33357,-1.02385,0,0,0,-0.0147,-0.01709,1.00444,0.21679,3.5313,0.04122,721.80469,3461.71875,3294.14819,79.0418,0,3,447,0,30,1
RUN MODE,1135,-165.28464,0.49261,-0.94963,0,0,0,-0.01821,-0.01494,1.0062,0.26107,3.45496,0.04275,705.45312,3450,3305.43726,79.03533,0,3,254,0,29,995
RUN MODE,1136,-165.2869,0.6041,-0.86195,0,0,0,-0.01899,-0.01323,1.00386,0.21985,3.27939,0.03206,703.11719,3457.03125,3312.21094,79.03426,0,3,519,0,29,999
RUN MODE,1137,-165.28896,0.72793,-0.82512,0,0,0,-0.0209,-0.01357,1.00586,0.15573,3.02595,0.01985,728.8125,3473.4375,3300.92188,79.03641,0,3,513,0,30,0
RUN MODE,1138,-165.29178,0.81443,-0.74034,0,0,0,-0.02109,-0.01133,1.0021,0.12061,2.71145,0.01221,719.46875,3478.125,3296.40625,79.03641,0,3,216,0,30,2
RUN MODE,1139,-165.29491,0.88139,-0.63686,0,0,0,-0.02129,-0.00942,0.99414,-0.0229,2.4687,0.00458,726.47656,3494.53125,3312.21094,79.03748,0,3,334,0,29,994
RUN MODE,1140,-165.29416,0.9265,-0.72804,0,0,0,-0.02168,-0.01436,0.99678,-0.10229,2.41985,0.01374,733.48438,3496.875,3282.85913,79.0418,0,3,253,0,30,0
RUN MODE,1141,-165.29274,0.98049,-0.80031,0,0,0,-0.02295,-0.01514,0.99727,-0.01374,2.50687,0.03511,738.15625,3482.8125,3269.3125,79.04288,0,3,257,0,29,998
RUN MODE,1142,-165.29109,1.04657,-0.82317,0,0,0,-0.02476,-0.01431,0.99868,0.20916,2.71908,0.0626,724.14062,3478.125,3282.85913,79.04288,0,3,300,0,30,0
RUN MODE,1143,-165.28738,1.14199,-0.87889,0,0,0,-0.02749,-0.01514,1.00122,0.56641,2.98015,0.09771,717.13281,3475.78125,3294.14819,79.04396,0,3,256,0,29,999
RUN MODE,1144,-165.27995,1.18178,-1.03362,0,0,0,-0.02788,-0.01851,1.00166,1.04427,3.27328,0.14351,707.78906,3461.71875,3289.63281,79.04396,0,3,322,0,30,4
RUN MODE,1145,-165.27692,1.23731,-0.94395,0,0,0,-0.02935,-0.01147,0.98804,1.70076,3.59389,0.18321,700.78125,3473.4375,3296.40625,79.04288,0,3,258,0,29,993
RUN MODE,1146,-165.26833,1.41896,-0.99651,0,0,0,-0.03628,-0.01348,1.00386,2.41069,4.19695,0.2458,689.10156,3480.46875,3307.69531,79.04611,0,3,242,0,29,999
RUN MODE,1147,-165.26053,1.64054,-0.88991,0,0,0,-0.0415,-0.00728,1.00015,3.25496,4.61374,0.34046,696.10938,3478.125,3305.43726,79.04935,0,3,248,0,29,998
RUN MODE,1148,-165.2489,1.85188,-0.90848,0,0,0,-0.04434,-0.00991,1.00229,3.12824,4.21832,0.34198,707.78906,3503.90625,3307.69531,79.05043,0,3,259,0,30,3
RUN MODE,1149,-165.24753,2.12428,-0.65462,0,0,0,-0.04883,-0.00151,1.00137,2.88092,3.60611,0.32214,710.125,3510.9375,3318.98438,79.05151,0,3,253,0,29,997
RUN MODE,1150,-165.23654,2.29167,-0.67691,0,0,0,-0.04878,-0.00776,1.01016,2.23817,2.76336,0.2855,700.78125,3525,3332.53149,79.05366,0,3,265,0,29,997
RUN MODE,1151,-165.23584,2.35589,-0.48337,0,0,0,-0.04512,-0.00229,0.99346,1.48092,1.60916,0.2229,698.44531,3532.03125,3321.24243,79.05474,0,3,213,0,30,0
RUN MODE,1152,-165.241,2.52633,-0.21419,0,0,0,-0.04722,0.00181,0.98115,0.59389,0.61069,0.13588,698.44531,3546.09375,3307.69531,79.05151,0,3,221,0,29,998
RUN MODE,1153,-165.23499,2.893,-0.30431,0,0,0,-0.05669,-0.00669,1.00293,0.05344,0.00305,0.03206,679.75781,3541.40625,3285.11719,79.04611,0,3,234,0,30,1
RUN MODE,1154,-165.25322,3.66916,0.04564,0,0,0,-0.08193,0.00708,1.06377,0.07939,0.11145,0.03511,672.75,3560.15625,3276.08618,79.04396,0,3,256,0,29,996
RUN MODE,1155,-165.26848,3.7339,0.3008,0,0,0,-0.06987,0.00991,1.05024,0.01832,0.10534,0.02137,675.08594,3553.125,3260.28101,79.04288,0,3,430,0,30,2
RUN MODE,1156,-165.26431,3.79266,0.24162,0,0,0,-0.07065,0.00332,1.0479,-0.04427,0.08702,0.00153,691.4375,3569.53125,3294.14819,79.04504,0,3,421,0,29,997
RUN MODE,1157,-165.25241,3.70071,0.05942,0,0,0,-0.06787,-0.00234,1.07192,-0.1313,0.0687,-0.00916,693.77344,3571.875,3300.92188,79.04827,0,3,419,0,29,997
RUN MODE,1158,-165.2637,3.32855,0.2933,0,0,0,-0.05498,0.00972,1.0417,0.2,0.34198,0.06412,705.45312,3571.875,3309.95337,79.05474,0,3,413,0,30,0
RUN MODE,1159,-165.23424,2.58867,-0.24005,0,0,0,-0.03267,-0.0127,0.98198,-0.03511,0.05496,0.03053,698.44531,3567.1875,3305.43726,79.05366,0,3,414,0,29,996
RUN MODE,1160,-165.22961,2.6055,-0.30779,0,0,0,-0.04561,-0.00625,0.99556,0.09771,0.01374,0.03053,693.77344,3571.875,3305.43726,79.04935,0,3,472,0,29,998
RUN MODE,1161,-165.22867,2.58779,-0.30229,0,0,0,-0.04492,-0.00508,1.00044,0.05496,-0.00305,0.0229,696.10938,3555.46875,3294.14819,79.04396,0,3,502,0,30,0
RUN MODE,1162,-165.22754,2.53444,-0.31628,0,0,0,-0.04302,-0.00566,0.99258,0.02137,-0.02748,0.00916,698.44531,3553.125,3282.85913,79.04073,0,3,243,0,29,999
RUN MODE,1163,-165.22786,2.58112,-0.30768,0,0,0,-0.0457,-0.00513,0.99692,0.04427,0.00153,0.00305,703.11719,3550.78125,3285.11719,79.03748,0,3,381,0,30,0
RUN MODE,1164,-165.23206,2.48428,-0.20351,0,0,0,-0.0417,-0.00176,0.99756,0.04733,-0.00305,0.00916,719.46875,3567.1875,3291.89062,79.04073,0,3,957,0,29,999
RUN MODE,1165,-165.22771,2.44058,-0.28461,0,0,0,-0.0418,-0.0063,0.99736,-0.01374,-0.00153,0.01374,738.15625,3557.8125,3314.46875,79.04504,0,3,282,0,30,0
RUN MODE,1166,-165.22893,2.42525,-0.21884,0,0,0,-0.04199,-0.00264,0.99727,0.05191,0.00153,0.02901,721.80469,3569.53125,3312.21094,79.04611,0,3,292,0,29,997
RUN MODE,1167,-165.22443,2.42796,-0.29453,0,0,0,-0.04229,-0.0063,0.99663,0.02595,-0.00916,0.0229,717.13281,3597.65625,3330.27344,79.04935,0,3,287,0,29,997
RUN MODE,1168,-165.22218,2.40809,-0.31628,0,0,0,-0.04155,-0.00576,0.99639,0.0458,-0.01374,0.02443,710.125,3585.9375,3323.5,79.05258,0,3,232,0,29,999
RUN MODE,1169,-165.22075,2.41922,-0.33209,0,0,0,-0.04229,-0.00591,0.99707,0.06412,-0.01069,0.01527,693.77344,3541.40625,3294.14819,79.05151,0,3,458,0,30,0
RUN MODE,1170,-165.22055,2.45691,-0.33908,0,0,0,-0.04331,-0.00586,0.99575,0.07481,-0.01374,0.00153,689.10156,3555.46875,3267.05469,79.05043,0,3,408,0,29,996
RUN MODE,1171,-165.22154,2.47134,-0.32622,0,0,0,-0.04321,-0.00532,0.99614,0.07176,-0.00763,-0.00458,675.08594,3522.65625,3248.99194,79.04935,0,3,446,0,29,999
RUN MODE,1172,-165.22322,2.47644,-0.2977,0,0,0,-0.04316,-0.00459,0.99604,0.0626,0.00153,-0.00458,661.07031,3485.15625,3221.89844,79.0472,0,3,277,0,29,999
RUN MODE,1173,-165.22392,2.50066,-0.28012,0,0,0,-0.0439,-0.00449,0.99604,0.04733,0.00153,0.00305,647.05469,3494.53125,3230.92993,79.04288,0,3,282,0,29,998
RUN MODE,1174,-165.22313,2.48486,-0.27516,0,0,0,-0.04297,-0.00464,0.99604,0.03206,0,0.01832,665.74219,3522.65625,3262.53906,79.04288,0,3,277,0,29,998
RUN MODE,1175,-165.22021,2.4845,-0.29779,0,0,0,-0.04326,-0.00552,0.99702,0.01527,0.00305,0.03359,661.07031,3532.03125,3280.60156,79.0418,0,3,253,0,30,1
RUN MODE,1176,-165.21481,2.48069,-0.36179,0,0,0,-0.04307,-0.00718,0.99546,0.07176,0,0.04733,675.08594,3564.84375,3294.14819,79.04288,0,3,529,0,30,1
RUN MODE,1177,-165.20934,2.44541,-0.42459,0,0,0,-0.04199,-0.00811,0.99644,0.14809,0.00458,0.05344,663.40625,3576.5625,3314.46875,79.04288,0,3,284,0,29,999
RUN MODE,1178,-165.20712,2.42002,-0.41249,0,0,0,-0.04175,-0.00649,0.99683,0.24275,0.01527,0.05649,682.09375,3562.5,3314.46875,79.04288,0,3,200,0,29,996
RUN MODE,1179,-165.20406,2.41768,-0.42905,0,0,0,-0.04209,-0.00718,0.99687,0.27786,0.01832,0.05191,663.40625,3553.125,3305.43726,79.03964,0,3,297,0,29,999
RUN MODE,1180,-165.20302,2.3797,-0.40042,0,0,0,-0.04077,-0.00591,0.99507,0.2916,0.01679,0.05038,651.72656,3555.46875,3298.66431,79.03857,0,3,249,0,29,996
RUN MODE,1181,-165.20322,2.37053,-0.34839,0,0,0,-0.04106,-0.00474,0.99458,0.23511,0.01985,0.04275,658.73438,3557.8125,3287.37524,79.03533,0,3,664,0,30,1
RUN MODE,1182,-165.20341,2.38741,-0.28261,0,0,0,-0.0417,-0.00347,0.99272,0.18321,0.01832,0.05038,689.10156,3546.09375,3271.57007,79.03317,0,3,314,0,30,17
RUN MODE,1183,-165.201,2.39242,-0.28064,0,0,0,-0.04155,-0.00459,0.99224,0.11908,0.00763,0.04733,689.10156,3560.15625,3258.02344,79.03317,0,3,257,0,29,984
RUN MODE,1184,-165.19859,2.38277,-0.27431,0,0,0,-0.04116,-0.00439,0.99229,0.12672,0.01374,0.05038,691.4375,3543.75,3264.79712,79.03533,0,3,452,0,30,0
RUN MODE,1185,-165.19458,2.39004,-0.31021,0,0,0,-0.04165,-0.00566,0.99424,0.14962,0.01679,0.04885,705.45312,3525,3273.82812,79.03533,0,3,245,0,29,996
RUN MODE,1186,-165.1925,2.39561,-0.2971,0,0,0,-0.04175,-0.00459,0.99507,0.17863,0.01374,0.05191,689.10156,3527.34375,3271.57007,79.03533,0,3,435,0,29,996
RUN MODE,1187,-165.19005,2.38686,-0.30435,0,0,0,-0.04141,-0.00503,0.99609,0.18931,0.01374,0.04427,665.74219,3536.71875,3276.08618,79.03426,0,3,418,0,29,999
RUN MODE,1188,-165.19003,2.32564,-0.25627,0,0,0,-0.03955,-0.00332,0.99761,0.18015,0.01527,0.04122,663.40625,3534.375,3291.89062,79.0321,0,3,489,0,29,999
RUN MODE,1189,-165.19373,2.27334,-0.12427,0,0,0,-0.03882,0.00029,0.99844,0.15573,0.01679,0.03359,663.40625,3553.125,3287.37524,79.02994,0,3,302,0,29,999
RUN MODE,1190,-165.19579,2.22295,-0.03539,0,0,0,-0.03784,0.00093,0.9957,0.05038,0.00458,0.02595,649.39062,3553.125,3273.82812,79.02886,0,3,273,0,29,998
RUN MODE,1191,-165.19548,2.21346,-0.00018,0,0,0,-0.03843,0.00054,0.99805,-0.01679,0.00305,0.02748,651.72656,3532.03125,3267.05469,79.02994,0,3,269,0,30,0
RUN MODE,1192,-165.19333,2.24251,-0.00397,0,0,0,-0.03955,-0.00039,0.99878,-0.1313,-0.01679,0.02901,651.72656,3527.34375,3258.02344,79.03102,0,3,296,0,29,999
RUN MODE,1193,-165.19096,2.29,-0.01646,0,0,0,-0.04053,-0.00093,0.9957,-0.22137,-0.03053,0.0229,663.40625,3525,3255.76562,79.02994,0,3,425,0,29,997
RUN MODE,1194,-165.18761,2.42036,-0.06837,0,0,0,-0.04414,-0.00283,0.99663,-0.40153,-0.05191,0.00458,661.07031,3522.65625,3253.50806,79.02994,0,3,450,0,30,0
RUN MODE,1195,-165.18781,2.50604,-0.05115,0,0,0,-0.04502,-0.00176,0.99966,-0.57252,-0.06412,-0.01527,672.75,3539.0625,3264.79712,79.0321,0,3,325,0,29,997
RUN MODE,1196,-165.1888,2.50467,-0.03873,0,0,0,-0.04341,-0.00215,0.99648,-0.83969,-0.07939,-0.04427,668.07812,3553.125,3282.85913,79.02994,0,3,458,0,30,0
RUN MODE,1197,-165.19275,2.50244,0.01868,0,0,0,-0.04336,-0.00098,0.99658,-1.11756,-0.07939,-0.07328,672.75,3539.0625,3296.40625,79.03102,0,3,439,0,29,999
RUN MODE,1198,-165.1937,2.54216,-0.01285,0,0,0,-0.04478,-0.00361,0.99766,-1.43817,-0.08244,-0.10229,654.0625,3539.0625,3300.92188,79.03317,0,3,468,0,30,0
RUN MODE,1199,-165.1922,2.51554,-0.10461,0,0,0,-0.04321,-0.00659,0.99707,-1.64122,-0.07939,-0.11603,686.76562,3539.0625,3318.98438,79.03317,0,3,473,0,30,1
RUN MODE,1200,-165.19041,2.51815,-0.20589,0,0,0,-0.04365,-0.00864,0.99487,-1.71756,-0.07176,-0.12061,686.76562,3534.375,3346.07812,79.03317,0,3,518,0,29,999
RUN MODE,1201,-165.19194,2.55128,-0.26395,0,0,0,-0.04482,-0.00933,0.99731,-1.89313,-0.07634,-0.15267,698.44531,3527.34375,3339.30444,79.03426,0,3,490,0,29,998
RUN MODE,1202,-165.19495,2.54145,-0.33946,0,0,0,-0.04375,-0.01172,0.99482,-2.30382,-0.12366,-0.21069,712.46094,3541.40625,3312.21094,79.03317,0,3,422,0,29,996
RUN MODE,1203,-165.1992,2.55672,-0.44275,0,0,0,-0.04438,-0.01484,0.99526,-2.74046,-0.15267,-0.27176,728.8125,3539.0625,3291.89062,79.03317,0,3,430,0,30,0
RUN MODE,1204,-165.20897,2.54532,-0.46678,0,0,0,-0.0436,-0.0147,0.99292,-3.11756,-0.17557,-0.32366,719.46875,3576.5625,3282.85913,79.03102,0,3,620,0,29,998
RUN MODE,1205,-165.22179,2.53553,-0.47386,0,0,0,-0.04351,-0.01567,0.99531,-3.66412,-0.20458,-0.38626,721.80469,3569.53125,3248.99194,79.03102,0,3,493,0,30,2
RUN MODE,1206,-165.23642,2.53958,-0.49765,0,0,0,-0.0437,-0.01792,0.99541,-4.44427,-0.25649,-0.46412,735.82031,3564.84375,3239.96094,79.0321,0,3,503,0,29,997
RUN MODE,1207,-165.25238,2.53632,-0.55067,0,0,0,-0.04355,-0.021,0.99741,-5.26412,-0.2855,-0.54504,731.14844,3569.53125,3258.02344,79.0321,0,3,525,0,30,1
RUN MODE,1208,-165.27783,2.48413,-0.4581,0,0,0,-0.04175,-0.01885,0.9979,-6.17252,-0.34504,-0.63817,726.47656,3564.84375,3276.08618,79.0321,0,3,534,0,29,995
RUN MODE,1209,-165.30225,2.45045,-0.4892,0,0,0,-0.04136,-0.02358,0.99922,-7.24733,-0.42443,-0.75267,731.14844,3522.65625,3253.50806,79.0321,0,3,389,0,29,998
RUN MODE,1210,-165.3268,2.41111,-0.6283,0,0,0,-0.04038,-0.02974,0.99756,-8.25191,-0.48855,-0.87176,759.17969,3532.03125,3235.44531,79.03426,0,3,441,0,30,6
RUN MODE,1211,-165.35309,2.37481,-0.8188,0,0,0,-0.03984,-0.0355,0.99985,-9.01221,-0.50992,-0.96336,766.1875,3520.3125,3246.73438,79.03426,0,3,308,0,29,993
RUN MODE,1212,-165.38335,2.31284,-0.99696,0,0,0,-0.03828,-0.03955,0.99868,-9.60305,-0.51603,-1.03969,791.88287,3527.34375,3248.99194,79.03317,0,3,299,0,30,0
RUN MODE,1213,-165.41122,2.28462,-1.32121,0,0,0,-0.03843,-0.04858,0.99834,-10.10534,-0.46412,-1.10687,810.57031,3536.71875,3221.89844,79.03317,0,3,312,0,29,997
RUN MODE,1214,-165.44418,2.28979,-1.59668,0,0,0,-0.03926,-0.05376,1.00073,-10.61832,-0.41069,-1.17557,810.57031,3550.78125,3244.47656,79.03533,0,3,305,0,29,998
RUN MODE,1215,-165.48131,2.29044,-1.83882,0,0,0,-0.03931,-0.05903,1.00322,-11.32824,-0.40153,-1.25496,805.89844,3536.71875,3248.99194,79.02779,0,3,292,0,30,0
RUN MODE,1216,-165.5222,2.275,-2.07491,0,0,0,-0.03867,-0.0647,1.00083,-12.20458,-0.40305,-1.35115,822.25,3557.8125,3233.1875,79.02563,0,3,291,0,29,998
RUN MODE,1217,-165.56633,2.33777,-2.33862,0,0,0,-0.04111,-0.07197,1.00273,-13.22595,-0.40763,-1.46565,836.26562,3525,3233.1875,79.0267,0,3,278,0,30,1
RUN MODE,1218,-165.61449,2.39636,-2.5788,0,0,0,-0.04189,-0.07822,1.00249,-14.42748,-0.48855,-1.59084,857.28906,3525,3224.15625,79.0267,0,3,361,0,29,996
RUN MODE,1219,-165.66585,2.39098,-2.84804,0,0,0,-0.04067,-0.08657,1.00435,-15.89924,-0.56183,-1.74962,885.32037,3517.96875,3181.25757,79.02994,0,3,430,0,29,999
RUN MODE,1220,-165.72017,2.37916,-3.18338,0,0,0,-0.04028,-0.09702,1.00488,-17.57099,-0.60763,-1.91908,899.33594,3520.3125,3160.9375,79.03533,0,3,339,0,30,0
RUN MODE,1221,-165.77766,2.35626,-3.58585,0,0,0,-0.0394,-0.10835,1.002,-19.25038,-0.69313,-2.09313,918.02344,3510.9375,3138.35938,79.03533,0,3,269,0,29,996
RUN MODE,1222,-165.83743,2.27401,-4.08525,0,0,0,-0.03682,-0.12197,1.0021,-20.82137,-0.77557,-2.25954,934.375,3517.96875,3099.97656,79.03533,0,3,275,0,29,999
RUN MODE,1223,-165.90421,2.21891,-4.60907,0,0,0,-0.03633,-0.13521,1.00381,-22.45038,-0.78168,-2.42748,981.09375,3520.3125,3102.23413,79.03641,0,3,306,0,30,3
RUN MODE,1224,-165.9756,2.19902,-5.18979,0,0,0,-0.03628,-0.14883,0.99775,-24.03359,-0.80458,-2.58779,1016.13281,3525,3102.23413,79.03426,0,3,438,0,29,996
RUN MODE,1225,-166.05205,2.16961,-5.79242,0,0,0,-0.03521,-0.16157,0.99043,-25.4397,-0.8687,-2.74504,1072.19531,3536.71875,3113.52319,79.02994,0,3,344,0,30,5
RUN MODE,1226,-166.1339,2.14087,-6.40547,0,0,0,-0.03462,-0.1749,0.98887,-26.71145,-0.88244,-2.88702,1104.89844,3541.40625,3109.00781,79.0321,0,3,296,0,29,996
RUN MODE,1227,-166.22205,2.14861,-7.01048,0,0,0,-0.0353,-0.18794,0.98726,-28.05649,-0.8687,-3.03511,1146.94531,3550.78125,3104.49219,79.02994,0,3,348,0,29,995
RUN MODE,1228,-166.31058,2.19779,-7.71347,0,0,0,-0.03652,-0.20356,0.98115,-29.40458,-0.91298,-3.18321,1163.29688,3529.6875,3088.6875,79.02886,0,3,296,0,29,998
RUN MODE,1229,-166.40007,2.18221,-8.45227,0,0,0,-0.03496,-0.2188,0.97627,-30.67634,-0.94962,-3.32214,1214.6875,3510.9375,3057.07788,79.02886,0,3,285,0,29,998
RUN MODE,1230,-166.49356,2.13208,-9.22961,0,0,0,-0.03345,-0.23511,0.97363,-31.88397,-0.94656,-3.46412,1259.07031,3485.15625,3014.17969,79.03426,0,3,351,0,30,2
RUN MODE,1231,-166.59222,2.08318,-10.06107,0,0,0,-0.03252,-0.25269,0.9707,-33.13893,-0.94504,-3.61374,1296.44531,3471.09375,2991.60156,79.03426,0,3,345,0,29,996
RUN MODE,1232,-166.69403,2.02625,-10.98195,0,0,0,-0.03105,-0.27046,0.96089,-34.34657,-0.96336,-3.75114,1340.82812,3478.125,2939.67188,79.03426,0,3,674,0,30,25
RUN MODE,1233,-166.80099,1.87013,-11.94786,0,0,0,-0.02656,-0.28838,0.95332,-35.37252,-0.96336,-3.86565,1385.21094,3471.09375,2883.22656,79.03748,0,3,260,0,29,980
RUN MODE,1234,-166.91553,1.74769,-13.0013,0,0,0,-0.0248,-0.30786,0.94541,-36.16031,-0.94809,-3.95725,1434.26562,3492.1875,2853.875,79.03857,0,3,440,0,29,990
RUN MODE,1235,-167.03511,1.68487,-14.12604,0,0,0,-0.02451,-0.32764,0.93711,-36.70992,-0.92061,-4.01679,1478.64844,3508.59375,2806.46094,79.03641,0,3,514,0,29,997
RUN MODE,1236,-167.15511,1.62071,-15.31758,0,0,0,-0.02314,-0.34595,0.92407,-36.90687,-0.89924,-4.03206,1558.07019,3489.84375,2738.72656,79.03641,0,3,228,0,29,997
RUN MODE,1237,-167.27396,1.54564,-16.54448,0,0,0,-0.02163,-0.36494,0.91528,-36.70076,-0.85954,-3.98473,1628.14832,3471.09375,2711.63281,79.04073,0,3,283,0,30,0
RUN MODE,1238,-167.38985,1.47888,-17.82675,0,0,0,-0.02056,-0.38301,0.90337,-36.07634,-0.80305,-3.89008,1679.53906,3494.53125,2670.99219,79.04288,0,3,278,0,30,1
RUN MODE,1239,-167.50369,1.44103,-19.04276,0,0,0,-0.02036,-0.39819,0.89438,-35.07023,-0.74809,-3.75878,1735.60168,3466.40625,2625.83594,79.04611,0,3,281,0,29,997
RUN MODE,1240,-167.61168,1.37923,-20.27357,0,0,0,-0.01904,-0.41455,0.88599,-33.76183,-0.68397,-3.60305,1777.64844,3461.71875,2580.67969,79.04827,0,3,279,0,30,0
RUN MODE,1241,-167.71587,1.33647,-21.46396,0,0,0,-0.0187,-0.43022,0.88037,-32.27786,-0.6458,-3.44885,1796.33594,3471.09375,2567.13281,79.04827,0,3,283,0,29,997
RUN MODE,1242,-167.81541,1.29701,-22.61554,0,0,0,-0.01812,-0.44492,0.87422,-30.75267,-0.64122,-3.3084,1829.03918,3480.46875,2517.46094,79.04827,0,3,275,0,30,2
RUN MODE,1243,-167.91281,1.22225,-23.66643,0,0,0,-0.01641,-0.45874,0.87148,-29.3145,-0.64275,-3.18931,1875.75793,3475.78125,2499.39844,79.04504,0,3,281,0,29,997
RUN MODE,1244,-168.00772,1.12444,-24.7074,0,0,0,-0.01445,-0.473,0.86631,-28.0229,-0.64275,-3.07634,1875.75793,3485.15625,2472.30469,79.04504,0,3,297,0,30,4
RUN MODE,1245,-168.10152,1.04889,-25.66542,0,0,0,-0.01353,-0.48433,0.8603,-26.85191,-0.63969,-2.9542,1908.46082,3471.09375,2445.21094,79.0418,0,3,312,0,29,994
RUN MODE,1246,-168.19139,0.9978,-26.59644,0,0,0,-0.01318,-0.49707,0.85557,-25.79695,-0.58931,-2.80153,1941.16406,3457.03125,2395.53906,79.03964,0,3,248,0,30,6
RUN MODE,1247,-168.27972,0.96951,-27.36812,0,0,0,-0.01318,-0.50591,0.85112,-25.27939,-0.53282,-2.67634,1943.49988,3445.3125,2384.25,79.03748,0,3,277,0,29,992
RUN MODE,1248,-168.36353,0.9753,-28.16473,0,0,0,-0.01382,-0.51636,0.84429,-24.52672,-0.51756,-2.58473,1938.82812,3424.21875,2336.83594,79.03857,0,3,320,0,30,0
RUN MODE,1249,-168.44302,0.94562,-28.96936,0,0,0,-0.01284,-0.52656,0.83682,-23.90687,-0.50687,-2.51298,1990.21863,3424.21875,2287.16406,79.03533,0,3,303,0,29,999
RUN MODE,1250,-168.5204,0.90308,-29.74071,0,0,0,-0.01201,-0.53735,0.83208,-23.37557,-0.48855,-2.44427,2001.89832,3412.5,2244.26562,79.03641,0,3,286,0,29,997
RUN MODE,1251,-168.59778,0.84388,-30.4642,0,0,0,-0.01074,-0.54595,0.82539,-22.95725,-0.49313,-2.41679,2025.25769,3426.5625,2226.20312,79.04073,0,3,401,0,30,0
RUN MODE,1252,-168.67343,0.75112,-31.27193,0,0,0,-0.00869,-0.55669,0.81724,-22.20305,-0.49618,-2.37252,2046.28125,3433.59375,2196.85156,79.0418,0,3,399,0,29,997
RUN MODE,1253,-168.75121,0.65542,-31.95187,0,0,0,-0.00708,-0.56499,0.81294,-21.91298,-0.47023,-2.32214,2074.3125,3454.6875,2185.5625,79.04396,0,3,413,0,29,999
RUN MODE,1254,-168.83035,0.5869,-32.658,0,0,0,-0.0063,-0.57529,0.80654,-21.78779,-0.45038,-2.30076,2067.30469,3442.96875,2192.33594,79.04827,0,3,430,0,29,999
RUN MODE,1255,-168.91052,0.51536,-33.37917,0,0,0,-0.00498,-0.5835,0.79678,-21.76183,-0.45496,-2.30229,2088.32812,3431.25,2190.07812,79.05689,0,3,414,0,30,1
RUN MODE,1256,-168.99081,0.44161,-34.14201,0,0,0,-0.00366,-0.59404,0.78882,-21.63359,-0.46412,-2.29008,2100.00781,3405.46875,2160.72656,79.06013,0,3,519,0,29,997
RUN MODE,1257,-169.07152,0.38092,-34.86014,0,0,0,-0.00278,-0.60215,0.78125,-21.34504,-0.4687,-2.26718,2118.69531,3386.71875,2147.17969,79.0666,0,3,414,0,29,997
RUN MODE,1258,-169.151,0.30783,-35.61142,0,0,0,-0.00142,-0.61172,0.77344,-20.91756,-0.45954,-2.21679,2153.73438,3370.3125,2108.79688,79.06876,0,3,400,0,29,999
RUN MODE,1259,-169.22833,0.25234,-36.327,0,0,0,-0.00083,-0.62007,0.76699,-20.30687,-0.4229,-2.1145,2170.08594,3363.28125,2061.38281,79.06984,0,3,386,0,29,998
RUN MODE,1260,-169.30334,0.24966,-37.00446,0,0,0,-0.00161,-0.62939,0.76299,-19.61221,-0.37405,-2.01527,2191.10938,3398.4375,2041.0625,79.06876,0,3,435,0,29,999
RUN MODE,1261,-169.37584,0.22913,-37.63916,0,0,0,-0.00112,-0.63691,0.75762,-19.03817,-0.34656,-1.95267,2207.46094,3396.09375,2025.25769,79.06768,0,3,450,0,30,1
RUN MODE,1262,-169.44711,0.15595,-38.25961,0,0,0,0.00078,-0.64385,0.75088,-18.63969,-0.34962,-1.92672,2237.82812,3393.75,1991.3905,79.06229,0,3,434,0,29,997
RUN MODE,1263,-169.51862,0.10796,-38.89891,0,0,0,0.00132,-0.65137,0.74341,-18.35878,-0.36489,-1.91908,2237.82812,3375,1955.26562,79.05905,0,3,412,0,29,999
RUN MODE,1264,-169.59045,0.08179,-39.46227,0,0,0,0.00156,-0.6582,0.73848,-18.22595,-0.38779,-1.93435,2254.17969,3377.34375,1930.42969,79.05689,0,3,484,0,29,999
RUN MODE,1265,-169.66211,0.02507,-40.03746,0,0,0,0.00298,-0.66475,0.73086,-18.26565,-0.41832,-1.95573,2256.51562,3365.625,1910.10938,79.05258,0,3,987,0,29,999
RUN MODE,1266,-169.71716,-0.03823,-40.60294,0,0,0,0.00371,-0.67129,0.72373,-18.37557,-0.41374,-1.56947,2254.17969,3382.03125,1889.78894,79.05258,0,3,428,0,29,999
RUN MODE,1267,-169.77396,-0.05261,-41.17271,0,0,0,0.00337,-0.67979,0.71826,-18.51756,-0.39542,-1.57405,2251.84375,3393.75,1851.40625,79.05474,0,3,522,0,29,999
RUN MODE,1268,-169.83084,-0.051,-41.68631,0,0,0,0.00317,-0.68638,0.71304,-18.71298,-0.39389,-1.58626,2261.1875,3389.0625,1833.34363,79.05689,0,3,452,0,29,998
RUN MODE,1269,-169.88757,-0.0709,-42.26286,0,0,0,0.00381,-0.6936,0.70493,-18.90382,-0.40611,-1.60611,2298.5625,3398.4375,1824.31262,79.05689,0,3,487,0,29,998
RUN MODE,1270,-169.94487,-0.14452,-42.83801,0,0,0,0.00571,-0.70054,0.69785,-19.01679,-0.40611,-1.61832,2307.90625,3398.4375,1788.18738,79.05582,0,3,338,0,29,999
